Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.8252552935336066,0.48781440226908046,0.004502888822589448,0.16436383403609203,0.8143731246144561,-0.21900389521738634,-0.43689644235655106,0.18575948524893432,-0.15908011116707402,-0.25285957034068174,0.13991579951871688,1.214947754110562,0.878974106929563,-0.12188897789465288,0.7266002068013986,0.17925129519903663,0.2587238108632243,-0.6855008699000416,0.4031389810186751,-0.1798584001545279,0.10428999235057258,0.2427209341185377,0.2884494861613498,-0.36189297369496776,0.5511583525416487,1.2545672333475086,-0.7286028614628428,-0.030671883010335563,0.13117113063116628,0.07339849309587224
-1.360198785969755,0.014785589814268805,-0.4524235508919751,0.6983612084725618,0.20759745420305395,-1.0110979499209556,1.2095586237363014,-1.876195172721531,-2.5471207687741373,-0.11192179212026722,-0.05760644841543386,-1.7903635523719172,-1.2467851691897254,-1.7114901401091007,-0.21148044681767544,-0.08579694508348452,-0.02624805189442627,1.7549014834072412,-1.270594917218274,2.7510808315428354,1.2417431669880092,-1.646903025819007,1.7205690809658671,-0.7942321488588793,-1.1432005732853747,1.25862513429143,0.7932839614006069,0.4177391106701859,0.9149965635018571,0.2587652814813646
-0.6427185954914748,0.17636928640932115,-0.808714087828382,-0.42577326828161355,0.08140319101846852,-0.3688056880050221,-0.5321234579899532,0.7089187896695969,-0.38430683627537265,-0.3009826306481903,-0.20091723984377546,1.169071116708902,0.832749489184329,-0.055514987622766666,0.9065576608881551,0.16589328146120855,0.36140801520687005,-0.5050764085246789,-0.3480464485097988,0.7109094316809013,1.0437762688105494,-0.10310399608198112,-1.8413314865835886,-0.60424465350192,0.09595795241580116,0.046305880872894264,1.3823530658216117,-0.5266536700334611,0.26431883062123895,1.6788897012377613
-0.8686314151112433,-0.5729986628887642,0.7346668701487822,-0.16305233622198267,-0.6582490313931562,0.23024687157159937,1.9875515823531358,-1.3479626355034422,-2.2246494254553046,0.05612873327685985,-0.15773325731838944,0.8110418923523286,0.6114135498537355,-0.7473944204606473,1.0799670616668522,1.7802257074957064,-0.5959506393279188,0.8473006148648001,-1.1997197990058408,-0.2733513974086206,-0.9754755789476298,5.504993422171105,-0.7110844132346726,1.465768809228809,-3.583775929037242,-3.415402892873579,1.976755338354098,0.5123088589919631,0.3617735932820966,-0.355781425056052
-1.1292322288335044,-8.053019692750455,5.017766946148747,-11.878752537541033,7.198682416436374,-9.003310280877438,-2.094960851318084,-13.051556546872654,8.371713737979999,-7.784921329047371,-12.87985808774382,5.044148696805583,-11.204204975341783,1.7736938836962004,-10.428906016681532,0.31034922904588713,-11.571246929935489,-19.949945834103104,-9.620042396248328,3.7983519137425774,-1.64482185100043,2.0333054326693096,-1.5266048058334625,-4.52525759044792,1.0813170512886496,-2.968817704313676,-0.9439027698864056,-5.110399362792544,-3.3225587093084603,1.1564809456497653
-1.1292322288335044,-8.053019692750455,5.017766946148747,-11.878752537541033,7.198682416436374,-9.003310280877438,-2.094960851318084,-13.051556546872654,8.371713737979999,-7.784921329047371,-12.87985808774382,5.044148696805583,-11.204204975341783,1.7736938836962004,-10.428906016681532,0.31034922904588713,-11.571246929935489,-19.949945834103104,-9.620042396248328,3.7983519137425774,-1.64482185100043,2.0333054326693096,-1.5266048058334625,-4.52525759044792,1.0813170512886496,-2.968817704313676,-0.9439027698864056,-5.110399362792544,-3.3225587093084603,1.1564809456497653
-1.2231672308419907,-0.19090572859825078,0.7147055313672106,1.2348297480442156,2.3043161720510588,0.08557481492990429,0.5902936996881866,0.40996123636742426,0.2054757024998083,-0.9678146111020629,0.5065822149559914,1.5129780097486945,-0.04496456273022899,-0.9442467272190607,-1.257047471872696,-0.15930636485394026,-0.350573438018505,1.3891933756858375,0.22220357513893182,1.0026784521498553,0.44000916841050536,-0.5184131474032543,-0.7306420966354024,-0.043865410660577156,0.12444175653677045,0.10695765032948666,0.19330011996850588,0.2473259096633409,-0.5002118319978777,-0.18384093189087597
-0.5435793191043132,-1.755595388435506,2.3587268706664126,-1.7118363143296556,0.3069302665755634,-0.3666841363685222,0.8462399658541576,-2.6082643553256832,-3.435376633121828,-1.9263187789807454,-1.8766324769961118,0.1648903001947638,1.976981753577822,1.4464757157930084,0.8314575055212599,0.40747644507506875,1.3054801325226655,2.029371039418913,1.2404340853718199,0.9322410181914254,1.3253483643996444,-4.004193827054973,1.0811981111983728,0.7361894925742342,-2.3569056415454184,-0.11528651148915935,0.9974699501374349,-1.5826972963531072,0.07306785761915806,-0.36836857682509855
-0.8115349338080081,-0.554349472728242,0.17060192442859817,0.07020993120256647,-1.1030896116389657,1.3950718196821719,2.498340784152844,-0.4420374626677836,1.580499814046014,-0.4143144014613274,-0.8314671444833924,-0.4999939024858618,-0.05517391977761083,0.11123694181755703,0.48492415259692473,0.8166540904568393,1.3186694156782222,-1.152201187218556,0.5207292803426001,-0.6560680555403735,0.11890568674844412,0.10382712524402349,-0.4833617807434985,0.06505796384647292,1.6027967198928417,-0.47574985208136994,0.07929719527785815,-0.10535101545436082,0.051257605820122544,-0.21845559925575403
-1.1292322288335044,-8.053019692750455,5.017766946148747,-11.878752537541033,7.198682416436374,-9.003310280877438,-2.094960851318084,-13.051556546872654,8.371713737979999,-7.784921329047371,-12.87985808774382,5.044148696805583,-11.204204975341783,1.7736938836962004,-10.428906016681532,0.31034922904588713,-11.571246929935489,-19.949945834103104,-9.620042396248328,3.7983519137425774,-1.64482185100043,2.0333054326693096,-1.5266048058334625,-4.52525759044792,1.0813170512886496,-2.968817704313676,-0.9439027698864056,-5.110399362792544,-3.3225587093084603,1.1564809456497653
