Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Hour,Day,Amount_log
156962.0,0.2266585419027411,-0.4580801920541749,-0.8828483932357756,1.1285732101463868,0.5662113433473752,0.7825670785417984,0.8666337419293628,-0.3904521404441175,0.063266290583429,-0.6283242880437797,0.7599443875863138,1.6243138338044814,0.9966045253055872,0.3210954020856755,-1.0013920158545135,-0.4453655078962362,0.3265118265310831,1.3275419511170048,0.322883865394305,0.025639037095838,-0.7788325576159142,0.0171706063957082,0.5491000249997553,0.6996746735102272,0.0983604680127466,-0.989280814761055,1.3226918964239844,0.7293550374865657,29.87,0,19.0,1,3.429784838514068
131576.0,-0.7179440699825643,0.9512649987066252,-0.5270302874029927,-1.624967581337144,-0.4576776739287014,0.1876230631912404,0.8716953050177079,1.0714817297492143,-0.8904034335541942,-0.4328709052945795,-0.1042268527360237,-0.1162294737585832,-1.6074912273414497,-0.1330536129411561,-0.775614735889428,0.6518120385963886,1.6476906721181197,0.5710375323743992,-0.4136151301480149,-0.1358727172196734,1.6051735810860122,-1.6655262675168925,0.2008679308653649,0.7278069447230197,1.2249714010841375,-1.930400509145125,-0.862340755750885,-0.4506242763663393,102.53,0,12.0,1,4.6398614257780215
98118.0,-0.1680249048769196,0.0193955119534453,0.3863119806112599,0.5044008193254306,-0.3307942361972921,-0.106857074550902,-0.4657351497942815,0.3563628877932702,-0.1114636953672487,-0.8898929404249815,0.0836369638390289,0.6661759298087787,1.7559657621750082,-1.1834262543038436,-1.295524090821338,-1.4387524560380804,-0.6413068086571144,-0.196941330678989,-0.4587004148343719,-1.446857478352406,1.428678438751369,-1.8693092341387996,1.7680392195098555,0.5623755228815307,1.4262057215871704,-0.994446339977314,-0.3598431842067787,-0.2096248608070255,82.19,0,3.0,1,4.421127148295796
78482.0,2.019767160148002,-1.5411191286172423,-0.7303660678224038,0.3191342914659525,0.3939382449659042,0.0977674980137952,0.2678579222015733,-0.6406888874229976,-0.3425516930609106,-1.052471268397533,0.3960845440767453,-1.7051964979216778,-1.368684967669669,0.8752225920007415,-0.5935117812122018,2.409486130712118,-0.4662123512898408,-0.4606231735064891,1.315487759964782,0.9773673149607468,-0.196729203212255,-0.0931264577953128,1.0040633110309507,0.2011488119455109,-0.3348452419033318,-0.1848009107522771,1.971972976888112,-0.3123399797855005,17.52,0,21.0,0,2.918851229218033
41641.0,-1.2818177011327947,-0.2495189884534702,0.9832044133193754,-0.6974263981975087,-0.0746624601346987,0.7024531630461215,1.2081237912677931,-1.6470334273177645,-0.4766868241157327,-0.7382787467151595,-0.8767007058811146,-0.3829604031049221,-1.9474828933043544,-0.3676003122349242,0.0350107947823645,-1.0431340372966331,-0.4817104225300736,0.0195573709043442,0.1198185072389712,-1.6344206832902508,0.7002558376310792,0.7243051189460233,-0.7424376161781805,1.6779481697703225,0.4558297612486983,0.3112730600346041,0.6830645664965893,-1.0329948968028224,129.02,0,11.0,0,4.867688284776323
52470.0,-0.6634245224436933,0.6839734115843915,-0.8042047012297757,0.3845028385324974,0.0381208332522214,-1.042620535234889,-0.4482663973005409,0.0100646736481467,-0.3104912627801904,1.8952702066627427,0.23501172962092,-0.1960949336000731,-0.3631111448131677,-0.2292461204566612,-0.6078074525052173,-0.8230979657267575,0.5986139789954824,1.5399962248684125,-0.4507097805849064,0.429382732557547,-0.6642745738117393,0.1037697964522825,-1.308492467164664,-0.8534955400156853,-0.8891780038281186,-0.1452258590389922,-1.1698590812260112,-2.2405119962211373,16.79,0,14.0,0,2.8786365016777435
139527.0,-0.2357337780268517,0.7694882464968723,0.9037041672206906,-0.3583243248172463,-0.4664358925261599,1.5538115311281686,-0.0892782502385026,-0.4075384957959478,0.2209669651703089,0.9547763260466726,0.574319308584708,0.409222078440497,-0.0855350063368707,-0.4243217074815175,2.431095681031568,-2.350956652248453,-0.3736792037005283,0.1454545685538612,-0.5084664490758207,-1.0129281697942751,-0.7295776145831661,-0.6265166564722038,0.6952787369380626,-0.1302342009385961,-0.4082017903468407,0.3022295451947874,-1.7735987362650034,-0.4905208343953549,82.27,0,14.0,1,4.422088340247728
78256.0,0.9637865473223106,-0.2082149864785148,-0.2443263952455489,0.7888497920482315,-0.1465717828122838,-0.7709398481622628,-0.0015248334631347,-0.9600635368255424,-0.0652427736558999,0.9698423606861744,-1.2165906496070935,-0.0424483595656654,0.5982190029606294,-0.0574795911172058,1.394991661640303,0.0590144221845063,0.3924806341135642,1.3870746810496657,0.5189782008889875,-0.0142261927901584,-0.4283340882888747,-0.1498620615229494,0.3459984461358575,-0.7691496616897029,1.3193081178226942,2.304896790946911,0.0127443534897904,-1.7084275543496947,11.3,0,21.0,0,2.509599262378372
115839.0,0.6656234301273749,-0.1873452172470201,0.9079880715973502,0.5732314794344614,0.3101248043891158,0.7179777967838626,-1.0014939101894127,-1.8449209887778053,0.6328640199895063,0.2980363193581039,1.198274940276685,0.5834489128547572,-0.4588900890045637,0.3191996023387649,1.3678251019196477,0.1952885138562186,-2.08496725832904,1.4384736417482258,-1.053641370752901,-0.5952638955096528,-1.0445303431965836,0.1939588630231307,-0.3890535212084094,0.6546308929770507,0.8886490148630334,-1.5959741572588668,-2.200283291657722,-0.6109309733849322,34.12,0,8.0,1,3.558770768766916
89341.0,-1.5293384370986225,-1.6538934555149525,-0.8712425577863846,-0.7385160062559055,1.4242995794204705,0.1785411528918059,-1.0122584330889497,0.8470828074096041,0.8098631676390657,-0.4269699099686359,1.287986860504181,1.0460175612192018,-0.3015197234534192,-0.0374143290408497,-0.3401438429235115,0.5542825515062901,-2.2884527389644806,0.9573963361822434,-1.4215504641440115,-0.6378619310164069,2.110576900870236,-0.3094388790349102,0.3800914253011022,0.454025512769151,0.3964466291871447,-0.3875871496507475,0.4861180631263885,-0.0293472166855328,25.7,0,0.0,1,3.2846635654062037
